role,estimator,spec,treatment,sample,outcome,units,att,se,note,source,on_primary
specification robustness,CDH,grade-6 exposure: grade-6-certain,combined >=50%,grade-6-certain,mathematics,SD (anchored 2016 scale),0.0374,,source table carries no standard error,06e_grade_alignment.csv,TRUE
specification robustness,CDH,grade-6-enrolment-weighted (pupil-average estimand),combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0134,0.0088,,06_estimation_main.csv,TRUE
specification robustness,CDH,grade-6-enrolment-weighted (pupil-average estimand),combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0198,0.0104,,06_estimation_main.csv,TRUE
specification robustness,CDH,group-specific linear trends,combined >=50%,estimation sample,language,SD (anchored 2016 scale),,,average cumulative effect is not defined under trends_lin; per-horizon effects in the source file,06g_cdh_options.csv,TRUE
specification robustness,CDH,group-specific linear trends,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),,,average cumulative effect is not defined under trends_lin; per-horizon effects in the source file,06g_cdh_options.csv,TRUE
specification robustness,CDH,main (2 horizons),combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same as main,06g_cdh_options.csv,TRUE
specification robustness,CDH,main (2 horizons),combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same as main,06g_cdh_options.csv,TRUE
specification robustness,CDH,more granular demeaning,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,,06g_cdh_options.csv,TRUE
specification robustness,CDH,more granular demeaning,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,,06g_cdh_options.csv,TRUE
specification robustness,CDH,never-switchers as comparison group,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0135,0.0113,,06_estimation_main.csv,TRUE
specification robustness,CDH,never-switchers as comparison group,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0263,0.0138,,06_estimation_main.csv,TRUE
specification robustness,CDH,outcome scale: anchored /100,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same as main,06d_scale_robustness.csv,TRUE
specification robustness,CDH,outcome scale: anchored /100,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same as main,06d_scale_robustness.csv,TRUE
specification robustness,CDH,outcome scale: within-wave z,combined >=50%,estimation sample,language,SD (within-wave school-mean distribution),0.0249,0.019,not comparable in level with the anchored rows,06d_scale_robustness.csv,TRUE
specification robustness,CDH,outcome scale: within-wave z,combined >=50%,estimation sample,mathematics,SD (within-wave school-mean distribution),0.044,0.0196,not comparable in level with the anchored rows,06d_scale_robustness.csv,TRUE
specification robustness,CDH,primary structure: 6-year (g6 last),combined >=50%,primary structure: 6-year (g6 last),language,SD (anchored 2016 scale),0.032,,source table carries no standard error,06e_by_primary_structure.csv,TRUE
specification robustness,CDH,primary structure: 6-year (g6 last),combined >=50%,primary structure: 6-year (g6 last),mathematics,SD (anchored 2016 scale),0.0456,,source table carries no standard error,06e_by_primary_structure.csv,TRUE
specification robustness,CDH,primary structure: 7-year (g6 second-to-last),combined >=50%,primary structure: 7-year (g6 second-to-last),language,SD (anchored 2016 scale),-0.0069,,source table carries no standard error,06e_by_primary_structure.csv,TRUE
specification robustness,CDH,primary structure: 7-year (g6 second-to-last),combined >=50%,primary structure: 7-year (g6 second-to-last),mathematics,SD (anchored 2016 scale),0.0113,,source table carries no standard error,06e_by_primary_structure.csv,TRUE
specification robustness,CDH,province-clustered inference (analytic and bootstrap),combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same estimate as the headline; province analytic s.e. and the pairs cluster bootstrap are in the source file,06q_cdh_bootstrap.csv,TRUE
specification robustness,CDH,province-clustered inference (analytic and bootstrap),combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same estimate as the headline; province analytic s.e. and the pairs cluster bootstrap are in the source file,06q_cdh_bootstrap.csv,TRUE
specification robustness,CDH,province-specific year trends (trends_nonparam),combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0174,0.0143,varies the identifying assumption: parallel trends within province-year,06f_province_trends.csv,TRUE
specification robustness,CDH,province-specific year trends (trends_nonparam),combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0347,0.0172,varies the identifying assumption: parallel trends within province-year,06f_province_trends.csv,TRUE
specification robustness,CDH,reference specification,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same as main,06f_province_trends.csv,TRUE
specification robustness,CDH,reference specification,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same as main,06f_province_trends.csv,TRUE
specification robustness,CDH,standard errors clustered at: province,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0074,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,TRUE
specification robustness,CDH,standard errors clustered at: province,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0122,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,TRUE
specification robustness,CDH,standard errors clustered at: region,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0041,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,TRUE
specification robustness,CDH,standard errors clustered at: region,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0116,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,TRUE
specification robustness,CDH,standard errors clustered at: school,combined >=50%,estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same as main,06f_clustering.csv,TRUE
specification robustness,CDH,standard errors clustered at: school,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same as main,06f_clustering.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (1 horizon),combined >=50%,class 0 + all never-switching schools,language,SD (anchored 2016 scale),-4e-04,0.013,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (1 horizon),combined >=50%,class 0 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0336,0.0149,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (2 horizons),combined >=50%,class 0 + all never-switching schools,language,SD (anchored 2016 scale),0.008,0.0142,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (2 horizons),combined >=50%,class 0 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0346,0.0169,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 0 years (2 horizons, same switchers)",combined >=50%,class 0 + all never-switching schools,language,SD (anchored 2016 scale),0.007,0.0191,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 0 years (2 horizons, same switchers)",combined >=50%,class 0 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0259,0.023,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (3 horizons),combined >=50%,class 0 + all never-switching schools,language,SD (anchored 2016 scale),0.0099,0.0146,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 0 years (3 horizons),combined >=50%,class 0 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0357,0.0172,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (1 horizon),combined >=50%,class 1 + all never-switching schools,language,SD (anchored 2016 scale),-0.01,0.02,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (1 horizon),combined >=50%,class 1 + all never-switching schools,mathematics,SD (anchored 2016 scale),-0.0189,0.0255,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (2 horizons),combined >=50%,class 1 + all never-switching schools,language,SD (anchored 2016 scale),0.01,0.0212,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (2 horizons),combined >=50%,class 1 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0233,0.0267,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 1 years (2 horizons, same switchers)",combined >=50%,class 1 + all never-switching schools,language,SD (anchored 2016 scale),0.0297,0.0286,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 1 years (2 horizons, same switchers)",combined >=50%,class 1 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0729,0.0358,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (3 horizons),combined >=50%,class 1 + all never-switching schools,language,SD (anchored 2016 scale),0.0081,0.021,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 1 years (3 horizons),combined >=50%,class 1 + all never-switching schools,mathematics,SD (anchored 2016 scale),0.0101,0.0268,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (1 horizon),combined >=50%,class 2 + all never-switching schools,language,SD (anchored 2016 scale),0.0301,0.0424,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (1 horizon),combined >=50%,class 2 + all never-switching schools,mathematics,SD (anchored 2016 scale),-0.0561,0.0557,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (2 horizons),combined >=50%,class 2 + all never-switching schools,language,SD (anchored 2016 scale),0.0386,0.0398,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (2 horizons),combined >=50%,class 2 + all never-switching schools,mathematics,SD (anchored 2016 scale),-0.0498,0.0538,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 2 years (2 horizons, same switchers)",combined >=50%,class 2 + all never-switching schools,language,SD (anchored 2016 scale),0.0601,0.0628,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,"time since first adoption = 2 years (2 horizons, same switchers)",combined >=50%,class 2 + all never-switching schools,mathematics,SD (anchored 2016 scale),-0.0391,0.0955,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (3 horizons),combined >=50%,class 2 + all never-switching schools,language,SD (anchored 2016 scale),0.0083,0.0395,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,time since first adoption = 2 years (3 horizons),combined >=50%,class 2 + all never-switching schools,mathematics,SD (anchored 2016 scale),-0.0788,0.0541,estimated against all never-switching schools; classes are not pooled,06j_exposure_partition.csv,TRUE
specification robustness,CDH,treatment arm: 1h+ 5h (stable),1h+ programme (5h),arm subsample: 1h+ 5h (stable),language,SD (anchored 2016 scale),0.0045,0.0216,,08_arm_results.csv,TRUE
specification robustness,CDH,treatment arm: 1h+ 5h (stable),1h+ programme (5h),arm subsample: 1h+ 5h (stable),mathematics,SD (anchored 2016 scale),0.0209,0.0256,,08_arm_results.csv,TRUE
specification robustness,CDH,treatment arm: genuine 6h+ (stable),genuine 6h+,arm subsample: genuine 6h+ (stable),language,SD (anchored 2016 scale),0.015,0.0157,,08_arm_results.csv,TRUE
specification robustness,CDH,treatment arm: genuine 6h+ (stable),genuine 6h+,arm subsample: genuine 6h+ (stable),mathematics,SD (anchored 2016 scale),0.0278,0.0196,,08_arm_results.csv,TRUE
specification robustness,CDH,treatment cut-off,any (>0),estimation sample,language,SD (anchored 2016 scale),0.0167,0.0113,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.40,estimation sample,language,SD (anchored 2016 scale),0.0171,0.0124,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.50 (headline),estimation sample,language,SD (anchored 2016 scale),0.0147,0.0114,same as main,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.60,estimation sample,language,SD (anchored 2016 scale),0.0164,0.0116,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.75 (data valley),estimation sample,language,SD (anchored 2016 scale),0.019,0.0117,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,any (>0),estimation sample,mathematics,SD (anchored 2016 scale),0.0284,0.0134,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.40,estimation sample,mathematics,SD (anchored 2016 scale),0.0355,0.0147,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.50 (headline),estimation sample,mathematics,SD (anchored 2016 scale),0.0277,0.0139,same as main,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.60,estimation sample,mathematics,SD (anchored 2016 scale),0.0316,0.0143,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CDH,treatment cut-off,0.75 (data valley),estimation sample,mathematics,SD (anchored 2016 scale),0.0309,0.0144,,04_threshold_sensitivity_cdh.csv,TRUE
specification robustness,CS,"SES covariate: predetermined (pre-adoption, in use)",combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0051,0.0258,same as the CS reference spec,06h_ses_covariate.csv,FALSE
specification robustness,CS,"SES covariate: predetermined (pre-adoption, in use)",combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0486,0.0289,same as the CS reference spec,06h_ses_covariate.csv,FALSE
specification robustness,CS,composition without SES,combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),,,"cannot be fitted: singular (g,t) cell at the 2022 sample-wave cohort",06_estimation_main.csv,FALSE
specification robustness,CS,composition without SES,combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),,,"cannot be fitted: singular (g,t) cell at the 2022 sample-wave cohort",06_estimation_main.csv,FALSE
specification robustness,CS,enrolment-weighted (pupil-average estimand),combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0082,0.0178,,06_estimation_main.csv,FALSE
specification robustness,CS,enrolment-weighted (pupil-average estimand),combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0125,0.0193,,06_estimation_main.csv,FALSE
specification robustness,CS,grade-6-enrolment-weighted (pupil-average estimand),combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0099,0.017,,06_estimation_main.csv,FALSE
specification robustness,CS,grade-6-enrolment-weighted (pupil-average estimand),combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0125,0.0193,,06_estimation_main.csv,FALSE
specification robustness,CS,no covariates,combined >=50%,absorbing subsample,language,SD (anchored 2016 scale),0.0069,0.0217,,06_estimation_main.csv,FALSE
specification robustness,CS,no covariates,combined >=50%,absorbing subsample,mathematics,SD (anchored 2016 scale),0.0781,0.0251,,06_estimation_main.csv,FALSE
specification robustness,CS,"no covariates, composition-complete subsample",combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0253,0.0209,,06_estimation_main.csv,FALSE
specification robustness,CS,"no covariates, composition-complete subsample",combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0761,0.0254,,06_estimation_main.csv,FALSE
specification robustness,CS,standard errors clustered at: province,combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0051,0.0724,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,CS,standard errors clustered at: province,combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0486,0.1002,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,CS,standard errors clustered at: region,combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0051,0.0334,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,CS,standard errors clustered at: region,combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0486,0.0266,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,CS,standard errors clustered at: school,combined >=50%,"absorbing subsample, composition-complete",language,SD (anchored 2016 scale),0.0051,0.0276,same as main,06f_clustering.csv,FALSE
specification robustness,CS,standard errors clustered at: school,combined >=50%,"absorbing subsample, composition-complete",mathematics,SD (anchored 2016 scale),0.0486,0.0306,same as main,06f_clustering.csv,FALSE
specification robustness,CS,structural covariates only,combined >=50%,absorbing subsample,language,SD (anchored 2016 scale),-0.032,0.0236,,06_estimation_main.csv,FALSE
specification robustness,CS,structural covariates only,combined >=50%,absorbing subsample,mathematics,SD (anchored 2016 scale),0.02,0.0266,,06_estimation_main.csv,FALSE
specification robustness,CS,treatment arm: genuine 6h+ (stable),genuine 6h+,arm subsample: genuine 6h+ (stable),language,SD (anchored 2016 scale),0.0227,0.0347,,08_arm_results.csv,FALSE
specification robustness,CS,treatment arm: genuine 6h+ (stable),genuine 6h+,arm subsample: genuine 6h+ (stable),mathematics,SD (anchored 2016 scale),0.0623,0.044,,08_arm_results.csv,FALSE
specification robustness,TWFE,standard errors clustered at: province,combined >=50%,estimation sample,language,SD (anchored 2016 scale),-0.0294,0.0099,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,TWFE,standard errors clustered at: province,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),-0.0503,0.0182,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,TWFE,standard errors clustered at: region,combined >=50%,estimation sample,language,SD (anchored 2016 scale),-0.0294,0.0127,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,TWFE,standard errors clustered at: region,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),-0.0503,0.0227,"sensitivity only: 8.1 effective clusters at province, over 24",06f_clustering.csv,FALSE
specification robustness,TWFE,standard errors clustered at: school,combined >=50%,estimation sample,language,SD (anchored 2016 scale),-0.0294,0.0063,same as main,06f_clustering.csv,FALSE
specification robustness,TWFE,standard errors clustered at: school,combined >=50%,estimation sample,mathematics,SD (anchored 2016 scale),-0.0503,0.0077,same as main,06f_clustering.csv,FALSE
